Name,Class,Spells,Skills
787339a4,Bard 2,Vicious Mockery *0|Minor Illusion *0|Healing Word*1|Faerie Fire*1|Bane*1|Tasha's Hideous Laughter*1|Charm Person*1,Acrobatics|Stealth|Perception|Deception|Intimidation|Performance|Persuasion
f53fc208,Paladin 2,Divine Smite*1|Bless *1|Shield Of Faith*1|Wrathful Smite*1|Thunderous Smite*1|Command*1,Athletics|Religion|Insight|Intimidation
9af2c3a7,Cleric 2,Guidance*0|Sacred Flame*0|Light*0|Bless*1|Cure Wounds*1|Healing Word*1|Shield Of Faith*1|Guiding Bolt*1|Inflict Wounds*1|Bane*1,History|Religion|Medicine|Perception|Persuasion
72101a35,Fighter 2,No spells,Athletics|Survival|Intimidation|Persuasion
225a4b95,Druid 2,Frostbite Con 1d6*0|Shillelagh*0|Faerie Fire Dex*1|Healing Word 1d4+3*1|Speak with Animals*1|Ice Knife 1d10 Dex 2d6*1|Fog Cloud*1,Athletics|Nature|Animal Handling|Perception|Survival|Deception
437d35f9,Druid 2,Shillelagh*0|Guidance*0|Entangle*1|Faerie Fire*1|Healing Words*1|Thunderwave*1,Religion|Insight|Medicine|Perception
4d38e5a0,Warlock 2,Light*0|Sacred Flame*0|Eldritch Blast*0|Create Bonfire*0|Healing Elixir*1|Detect Magic*1|Cure Wounds*1|Guiding Bolt*1,Investigation|Medicine|Perception|Deception
7a642873,Paladin 2,Cure Wounds*1|Shield Of Faith*1,Arcana|History|Religion|Persuasion
35f24a45,Warlock 2,Minor Illusion*0|Magic Stone*0|Toll the Dead*0|Burning Hands*1|Command*1|Comprehend Languages*1,Arcana|Investigation|Insight|Perception
2001e3d3,Barbarian 2,No spells,Athletics|Nature|Perception|Survival
9d9175e8,Cleric 2,Spare the Dying*0|Toll The Dead*0|Mending*0|Bane*1|False Life*1|Inflict Wounds*1|Shield Of Faith*1|Create/Destroy Water*1,Religion|Insight|Medicine|Survival|Persuasion
b1b3eb63,Warlock 2,Spare the Dying*0|Mage Hand*0|Shocking Grasp*0|Arms Of Hadar*1|Witch Bolt*1|Ray Of Sickness*1,Investigation|Insight|Intimidation|Persuasion
04face76,Paladin 2,No spells,Athletics|Religion|Medicine|Persuasion
17e4e284,Monk 2,No spells,Athletics|Acrobatics|Stealth|Insight|Deception
d75e2124,Rogue 2,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Performance
cc6a0502,Sorcerer 2,Light*0|Prestidigitation *0|Ray Of frost *0|Shocking Grasp*0|Minor Illusion*0|Sheild*1|Magic Missle*1,Arcana|Animal Handling|Insight|Survival
820afb79,Cleric 2,Sacred Flame*0|Toll The Dead*0|Word Of Radiance*0|Bless*1|Cure Wounds*1|Healing Word*1|Sanctuary*1|Bane*1|Guiding Bolt*1|Shield Of Faith*1|Create Or Destroy Water*1,History|Religion|Insight|Persuasion
6b84a29e,Cleric 2,Detect Magic*1|Magic Missile*1,Arcana|Religion|Insight|Medicine|Persuasion
b2f6c80b,Paladin 2,No spells,Athletics|Religion|Insight|Intimidation
59da4f7e,Bard 2,No spells,Acrobatics|Stealth|Deception|Performance|Persuasion
3cb1fb16,Wizard 2,No spells,Arcana|History|Investigation|Insight|Performance
c6dce4fe,Barbarian 2,No spells,Athletics|Perception|Survival|Deception
690d66b4,Wizard 2,Fire Shot*0|Dancing Lights*0|Minor Illusion *0|Disguise Self *1|False Life*1|Find Familiar *1,Athletics|Arcana|Insight|Perception
fe0ee358,Ranger 2,Cure Wounds *1|Animal Friendship*1,Athletics|Stealth|Insight|Perception|Survival
74634b78,Sorcerer 2,Chill Touch*0|Shocking Grasp*0|Mending*0|Magic Missile *1|Cure Wounds *1,Arcana|History|Insight|Persuasion
39de56a9,Druid 2,Produce Flame*0|ThornWhip*0|Fire Bolt-Int*0|Thunderwave*1|Healing Word*1|Speak With Animals*1|Charm Person*1|Cure Wounds*1,Athletics|Nature|Animal Handling|Perception|Survival
797c563a,Fighter 2,No spells,Acrobatics|Stealth|Animal Handling|Perception|Survival|Intimidation
36570111,Monk 2,No spells,Athletics|Acrobatics|Religion|Medicine
060a818d,Wizard 2,Firebolt*0|Minor Illusion*0|Light*0|Shield*1|Mage Armor*1|Find Familiar*1|Detect Magic*1|Magic Missle*1|Sleep*1|Tasha' Hideous Laughter*1|Unseen Servant*1,Arcana|History|Investigation|Perception
17b2785a,Fighter 2,No spells,Athletics|Acrobatics|Perception|Intimidation
7477413a,Fighter 2,No spells,Athletics|Acrobatics|Perception|Intimidation
02ff4211,Ranger 2,Hunter's Mark +1d6*1|Hail of Thorns 1d10 Prc Dex Sv*1,Athletics|Sleight of Hand|Stealth|Nature|Perception|Survival|Deception
fca05a04,Barbarian 2,No spells,Athletics|Perception|Survival|Intimidation
de1d0ff4,Ranger 2,No spells,Athletics|Stealth|Investigation|Nature|Insight|Perception|Survival
5135d2bf,Fighter 2,No spells,Athletics|Acrobatics|Stealth|Perception|Intimidation
8511101f,Ranger 2,No spells,Athletics|Sleight of Hand|Stealth|Insight|Perception|Survival|Deception
0b7bbbf3,Fighter 2,No spells,Athletics|Animal Handling|Insight|Perception|Intimidation
c1bab98c,Wizard 2,No spells,Arcana|Investigation|Insight|Persuasion
6586d388,Druid 2,No spells,Arcana|History|Nature|Perception|Survival
0ecf68d2,Cleric 2,Thaumaturgy*0|Sacred Flame*0|Word Of Radiance*0|Bless*1|Cure Wounds*1|Detect Evil And Good*1,History|Religion|Animal Handling|Survival
6a95d4a1,Wizard 2,No spells,Arcana|History|Investigation|Religion
4e8c5e6c,Bard 2,Minor Illusion*0|Mage Hand*0|thaumaturgy*0,Acrobatics|Stealth|Arcana|Deception|Performance
2ed3f09a,Cleric 2,Light*0|Sacred Flame*0|Mending*0|Minor Illusion*0|Charm Person*1|Disguise Self*1|Inflict Wounds.*1|Guiding Bolt*1|Command*1,Athletics|Religion|Survival|Persuasion
9fb51e1b,Ranger 2,No spells,Athletics|Stealth|Nature|Perception|Persuasion
59b9609a,Druid 2,Poison Spray*0|Produce Flame*0|Thunderwave*1|Charm Person*1|Speak With Animals*1,Athletics|Nature|Animal Handling|Survival
b73add2b,Barbarian 2,No spells,Athletics|Nature|Survival|Intimidation
6869af00,Paladin 2,Wrathful Smite*1|Detect Magic*1,Athletics|Survival|Intimidation|Persuasion
ae951bdb,Barbarian 2,No spells,Athletics|Religion|Insight|Intimidation
86a0783e,Barbarian 2,No spells,Athletics|Animal Handling|Survival|Intimidation
2c767c56,Ranger 2,Speak With Animals*1|Hunters Mark (No Concentration)*1,Athletics|Stealth|Nature|Perception|Survival
6d2a41dd,Barbarian 2,No spells,Athletics|Perception|Survival|Intimidation
3851b400,Ranger 2,No spells,Athletics|Stealth|Investigation|Insight|Perception
602ee61b,Rogue 2,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception
f7f74c74,Sorcerer 2,No spells,Arcana|History|Insight|Persuasion
62b71418,Paladin 2,No spells,Athletics|Insight|Survival|Intimidation
e5acfca6,Rogue 2,No spells,Acrobatics|Stealth|Investigation|Insight|Perception|Deception|Persuasion
99d2bd0f,Cleric 2,Light*0|Sacred Flame*0|Thaumaturgy*0|Bless*1|Cure Wounds*1,Athletics|Religion|Insight|Intimidation
3158f1cc,Monk 2,No spells,Athletics|Stealth|Religion|Insight|Medicine|Perception
51c62099,Monk 2,No spells,Athletics|Acrobatics|Animal Handling|Survival
f618b6f8,Rogue 2,Mage Hand*0,Athletics|Acrobatics|Stealth|Investigation|Insight|Perception|Deception
3afe7cf6,Wizard 2,Produce Flame*0|Toll The Dead*0|Minor Illusion*0|Mage Hand*0|Detect Magic*1|Identify*1|Find Familiar*1|Mage Armour*1|Shield*1|Absorb Elements*1|Fog Cloud*1|Ice Knife*1|Tasha's Hideous Laughter*1,Arcana|History|Investigation|Religion|Persuasion
c88c16b5,Monk 2,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Deception
7d933e87,Cleric 2,Charm Person*1|Disguise Self*1,History|Religion|Insight|Perception|Persuasion
e0f386ae,Wizard 2,No spells,Arcana|History|Investigation|Religion
8405948f,Fighter 2,No spells,Athletics|Animal Handling|Perception|Survival
dee7c832,Ranger 2,No spells,Athletics|Stealth|Animal Handling|Perception|Survival
0375f614,Paladin 2,No spells,Athletics|Religion|Insight|Medicine
9bf41ea9,Revised-Ranger 2,No spells,Athletics|Nature|Insight|Perception|Survival
39555464,Paladin 2,No spells,Athletics|History|Animal Handling|Insight|Persuasion
4d608216,Bard 2,No spells,Sleight of Hand|Deception|Persuasion
56611c56,Druid 2,No spells,Acrobatics|Arcana|Religion|Insight|Survival|Performance
00549ebd,Sorcerer 2,Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Dancing Lights*0|Burning Hands*1|Witch Bolt*1,Sleight of Hand|Deception|Intimidation|Persuasion
ee2fa594,Rogue 2,No spells,Acrobatics|Stealth|Insight|Perception|Deception|Persuasion
8075da6a,Druid 2,No spells,Nature|Religion|Animal Handling|Medicine|Perception
51d2aa00,Cleric 2,Divine Favor*1|Shield of Faith*1,History|Religion|Insight|Perception|Persuasion
d0991b3e,Paladin 2,No spells,Stealth|Animal Handling|Insight|Survival|Persuasion
376a5726,Fighter 2,No spells,Athletics|Animal Handling|Insight|Intimidation
4906bf55,Paladin 2,No spells,Athletics|Acrobatics|Religion|Insight|Medicine|Intimidation
02c68c97,Rogue 2,No spells,Athletics|Acrobatics|Sleight of Hand|Investigation|Religion|Medicine|Perception
ca8bb8d4,Rogue 2,No spells,Sleight of Hand|Stealth|Insight|Medicine|Deception|Performance
a66a8d40,Sorcerer 2,Chill Touch*0|Frostbite*0|Message*0|Mold Earth*0|Cure Wounds*1|Magic Missiles*1|Sleep*1|Mage Armor*1,Arcana|History|Nature|Insight|Medicine|Persuasion
4c04355c,Warlock 2,Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Armor of Agathys*1|Cure Wounds*1|Hellish Rebuke*1,Sleight of Hand|Stealth|Arcana|Insight|Perception|Deception
99c0fcee,Rogue 2,No spells,Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion
b6179c30,Fighter 2,Booming Blade*0|Lightning Lure*0|Unseen Servant*1|Shield*1|Identify*1|Thunderwave*1,Religion|Medicine|Survival|Intimidation
38188e7b,Rogue 2,No spells,Investigation|Religion|Deception|Intimidation
5b8cf3ca,Bard 1,No spells,Acrobatics|Sleight of Hand|Perception|Deception|Performance
3642210d,Fighter 1,No spells,Acrobatics|Nature|Perception|Survival|Persuasion
51c03368,Bard 1,Friends*0|Vicious mockery*0|Disguise Self*1|Charm Person*1|Color Spray*1|Sense Emotion*1,Acrobatics|Insight|Deception|Performance|Persuasion
15839e81,Cleric 1,Mending*0|Sacred Flame*0|Heroism*1|Sanctuary*1,Religion|Animal Handling|Insight|Medicine|Survival|Persuasion
ecc58947,Ranger 1,No spells,Stealth|Nature|Religion|Animal Handling|Medicine|Survival|Persuasion
26b0eb85,Ranger 1,No spells,Acrobatics|Stealth|Nature|Animal Handling
efd2b922,Paladin 1,No spells,Athletics|Insight|Intimidation|Persuasion
4e1aec3f,Paladin 1,No spells,Religion|Insight|Medicine|Persuasion
ac032f98,Warlock 1,Eldritch Blast*0|Create Bonfire*0|Sleep*1|Unseen Servant*1,Arcana|History|Nature|Intimidation
4d175338,Monk 1,No spells,Athletics|Acrobatics|Religion|Medicine|Intimidation
28f87b3d,Fighter 1,No spells,Acrobatics|Sleight of Hand|Insight|Deception
01db9f8a,Druid 1,Produce Flame*0|Guidance*0|Entangle*1|Thunderwave*1,Arcana|Religion|Medicine|Perception
0d630d83,Wizard 1,No spells,Arcana|History|Investigation|Perception|Persuasion
a0f98790,Warlock 1,No spells,Investigation|Perception|Deception|Intimidation
93e96506,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Persuasion
60c11daa,Wizard 1,No spells,Arcana|History|Investigation|Insight|Survival
1b612617,Ranger 1,No spells,Athletics|Acrobatics|Stealth|Nature|Perception|Survival
8f54ac7a,Paladin 1,No spells,Athletics|History|Insight|Intimidation|Persuasion
2b7be08b,Monk 1,No spells,Athletics|Acrobatics|Stealth|Performance
92d5b3cd,Barbarian 1,No spells,Athletics|Animal Handling|Perception|Survival|Intimidation
8cac0f34,Druid 1,Shillelagh*0|Poison Spray*0|Detect Poison and Disease*1|Thunderwave*1,Religion|Animal Handling|Medicine|Survival
5bffcd7e,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion
c047b125,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Performance
aef26dd2,Druid 1,No spells,Acrobatics|Stealth|Insight|Medicine|Perception|Survival
4127a560,Monk 1,No spells,Acrobatics|Religion|Insight|Medicine
0b2641de,Fighter 1,No spells,Acrobatics|Stealth|Deception|Intimidation
7c97e7a5,Paladin 1,No spells,Athletics|Insight|Survival|Intimidation
3a308440,Paladin 1,No spells,Athletics|Animal Handling|Perception|Survival|Persuasion
3d48653b,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Performance
3431f6f9,Ranger 1,No spells,Athletics|Nature|Animal Handling|Perception|Survival
37f909c7,Druid 1,No spells,Animal Handling|Insight|Perception|Survival
8769b534,Barbarian 1,No spells,Athletics|Survival|Deception|Intimidation
3b3df1d8,Warlock 1,Light*0|Sacred Flame*0,Stealth|Arcana|Deception|Intimidation
bf3a9c7b,Cleric 1,Bless*1|Cure Wounds*1,Athletics|Acrobatics|History|Medicine|Intimidation|Persuasion
e98003df,Bard 1,No spells,Acrobatics|Insight|Deception|Performance|Persuasion
f3da280c,Ranger 1,No spells,Athletics|Stealth|Investigation|Insight|Deception|Intimidation
a877e5b5,Warlock 1,Eldritch Blast*0|Poison Spray*0|Hellish Rebuke*1|Witch Bolt*1,Athletics|Arcana|Deception|Intimidation
25844ac8,Artificer 1,No spells,Arcana|History|Medicine|Persuasion
ae87e3e9,Cleric 1,Guidance*0|Word of Radiance*0|Shillelagh*0|Animal Friendship*1|Speak with Animals*1|Sanctuary*1|Cure Wounds*1|Bless*1|Guiding Bolt*1|Invisibility (1/LR)*1|Inflict Wounds (1/LR)*1,Religion|Animal Handling|Insight|Medicine|Perception|Performance|Persuasion
6cc697eb,Cleric 1,Guidance*0|Word of Radiance*0|Shillelagh*0|Animal Friendship*1|Speak with Animals*1|Sanctuary*1|Cure Wounds*1|Bless*1|Guiding Bolt*1,Religion|Animal Handling|Insight|Medicine|Perception|Performance|Persuasion
d8044aab,Monk 1,No spells,Athletics|Sleight of Hand|Investigation|Insight|Perception|Survival|Deception|Performance
84b19b9a,Monk 1,No spells,Acrobatics|Religion|Insight|Medicine|Intimidation
40aaa587,Rogue 1,No spells,Athletics|Sleight of Hand|Stealth|Investigation|Intimidation|Persuasion
8ba90b13,Rogue 1,No spells,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception
1f8d74da,Cleric 1,Charm Person*1|Disguise Self*1,Religion|Insight|Medicine|Perception|Persuasion
72942387,Fighter 1,No spells,Athletics|Animal Handling|Perception|Survival
28422390,Paladin 1,No spells,Religion|Insight|Medicine|Persuasion
01036bf3,Ranger 1,No spells,Athletics|Sleight of Hand|Stealth|Investigation|Nature|Animal Handling|Survival
8998b3a5,Warlock 1,Eldritch Blast*0|Chill Touch*0|Charm Person*1|Witch Bolt*1|Dissonant Whispers*1|Tasha's Hideous Laughter*1,Sleight of Hand|Investigation|Nature|Deception
b4b3a975,Ranger 1,No spells,Athletics|Stealth|Investigation|Nature|Perception|Survival
6cd840f7,Cleric 1,Divine Favor*1|Shield of Faith*1,Athletics|History|Religion|Insight|Persuasion
9fa53c7f,Paladin 1,No spells,Athletics|Religion|Medicine|Intimidation
ddf13167,Paladin 1,No spells,History|Insight|Perception|Intimidation|Persuasion
ead3250c,Fighter 1,No spells,Athletics|Insight|Intimidation|Persuasion
6a1318ab,Rogue 1,No spells,Stealth|Nature|Perception
b72e30d0,Warlock 1,No spells,Arcana|Survival|Deception|Intimidation
67925d7b,Druid 1,Shape Water*0|Shillelagh*0|Frostbite*0|Absorb Elements*1|Create Or Destroy Water*1|Fog Cloud*1|Ice Knife*1,Athletics|Arcana|Nature|Survival
4e641874,Ranger 1,No spells,Athletics|Stealth|Nature|Insight|Perception|Survival
b2e84fa8,Sorcerer 1,Mind Sliver*0|Arms of Hatred*1|Dissonent Whispers*1,Athletics|Survival
9c89e242,Paladin 1,No spells,Athletics|Religion|Insight|Persuasion
e3e431ee,Rogue 1,No spells,Athletics|Acrobatics|Investigation|Nature|Perception|Persuasion
7e689209,Ranger 1,No spells,Stealth|History|Investigation|Nature|Insight|Perception|Survival
2ca4aaae,Barbarian 1,No spells,Athletics|Sleight of Hand|Stealth|Perception|Survival|Intimidation
811e977b,Fighter 1,Firebolt*0,Athletics|Acrobatics|Insight|Perception|Intimidation
c93523bf,Wizard 1,No spells,Arcana|Investigation|Insight|Persuasion
d1d51522,Ranger 1,No spells,Athletics|Nature|Animal Handling|Insight|Perception|Survival
4443e838,Wizard 1,No spells,Arcana|History|Religion|Medicine
bcba37ac,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception
c3bd8387,Bard 1,Dancing Lights*0|Vicious Mockery*0|Dissonant Whispers*1|Disguise Self*1|Tasha's Hideous Laughter*1|Cure Wounds*1,History|Insight|Medicine|Performance|Persuasion
d12fc721,Ranger 1,No spells,Stealth|Animal Handling|Insight|Perception|Survival|Deception
01aabcf8,Ranger 1,No spells,Stealth|Animal Handling|Insight|Perception|Survival|Deception
785d8338,Barbarian 1,No spells,Athletics|History|Survival|Performance|Persuasion
0c2842ee,Warlock 1,No spells,Arcana|Investigation|Religion|Medicine
cac0dafb,Druid 1,Flammen Erzeugen*0|Ausbessern*0|Gift Krankheit Entdecken*1|Nebelwolke*1|Person Bezaubern*1|Wunden Heilen*1,Athletics|Animal Handling|Perception|Survival
fa86ae8c,Druid 1,No spells,Arcana|Nature|Animal Handling|Survival
0f9c50c8,Monk 1,No spells,Athletics|Stealth|Arcana|Religion|Perception
687c7912,Rogue 1,No spells,Athletics|Sleight of Hand|Stealth|Investigation|Deception|Persuasion
ec211e9a,Monk 1,No spells,Acrobatics|Stealth|Religion|Medicine|Perception
ef1061d4,Monk 1,No spells,Athletics|History|Religion|Survival
2333086b,Ranger 1,No spells,Athletics|Stealth|Animal Handling|Insight|Perception|Survival
55886bf8,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Performance|Persuasion
8b2f2231,Cleric 1,Heilige Flamme*0|Thaumaturgie*0|Goettliche Fuehrung*0|Segen*1|Wunden Heilen*1|Lenkendes Geschoss*1|Verderben*1|Heiligtum*1|Schild des Glaubens*1,Religion|Insight|Medicine|Persuasion
fe65af3f,Fighter 1,No spells,Athletics|Insight|Intimidation|Persuasion
342a6fd0,Fighter 1,No spells,Athletics|History|Insight|Perception|Persuasion
c9dd086b,Sorcerer 1,No spells,Acrobatics|Arcana|History|Religion|Performance|Persuasion
2cf8e79c,Sorcerer 1,Mind Sliver*0|Arms of Hatred*1|Dissonent Whispers*1,Stealth|Arcana|Religion|Insight|Perception|Persuasion
0a9b764d,Rogue 1,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Persuasion
0c82f5ab,Ranger 1,No spells,Athletics|Stealth|Investigation|Nature|Insight|Perception|Survival
77d01a92,Warlock 1,Spare the Dying*0|Eldritch Blast*0|Expeditious Retreat*1|Protection from Evil and Good*1,Arcana|History|Investigation|Survival
2b4822bf,Paladin 1,No spells,Nature|Religion|Animal Handling|Insight|Medicine|Intimidation
3dcc516a,Wizard 1,Acid Splash*0|Mending *0|Ray Of Frost*0|Witch Bolt*1|Detect Magic*1,Arcana|History|Investigation|Insight
56d48cbd,Barbarian 1,No spells,Athletics|Perception|Survival|Intimidation
93b34c5e,Druid 1,No spells,Stealth|Insight|Perception|Survival|Deception
e03cbf4a,Fighter 1,No spells,Perception|Survival|Deception|Intimidation
0bb13c7a,Paladin 1,No spells,Athletics|Sleight of Hand|Perception|Deception|Intimidation|Persuasion
8c1fd2b5,Bard 1,No spells,Acrobatics|Sleight of Hand|History|Insight|Performance|Persuasion
2194c2d7,Barbarian 1,No spells,Athletics|Insight|Perception|Intimidation
0723a905,Paladin 1,No spells,Athletics|Insight|Intimidation|Persuasion
fc02e7b8,Artificer 1,No spells,History|Investigation|Nature|Perception|Deception
89397ba8,Sorcerer 1,Mind Sliver*0|Arms of Hatred*1|Dissonent Whispers*1,Arcana|Animal Handling|Insight|Survival
d4c5d98d,Druid 1,No spells,Arcana|Nature|Religion|Medicine
83f6fae7,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation|Performance
34783091,Bard 1,No spells,Athletics|Perception|Survival|Deception|Persuasion
869f4f18,Fighter 1,No spells,Athletics|Acrobatics|Animal Handling|Insight|Survival|Intimidation
65ade2b2,Ranger 1,No spells,Stealth|Religion|Insight|Perception|Survival
517c24c3,Ranger 1,No spells,Athletics|Nature|Animal Handling|Perception|Survival
6b4104c4,Monk 1,No spells,Acrobatics|Stealth|Religion|Medicine|Perception
09882a29,Sorcerer 1,Mind Sliver*0|Arms of Hatred*1|Dissonent Whispers*1,Arcana|Religion|Medicine|Intimidation
499dae0c,Cleric 1,Bless*1|Cure Wounds*1,Religion|Insight|Medicine|Persuasion
3ef08054,Wizard 1,No spells,Arcana|History|Insight|Medicine|Perception
c49c0fb3,Barbarian 1,No spells,Athletics|Nature|Perception|Survival|Intimidation
61dfa52f,Fighter 1,No spells,Athletics|Acrobatics|Perception|Intimidation
1f463df2,Rogue 1,No spells,Sleight of Hand|Stealth|Investigation|Perception|Deception
c315c5e0,Bard 1,No spells,Acrobatics|Investigation|Insight|Perception|Intimidation|Performance|Persuasion
edae68a7,Paladin 1,No spells,Athletics|Religion|Insight|Medicine
d75bd60a,Druid 1,No spells,Arcana|Nature|Religion|Medicine|Survival
23368df1,Barbarian 1,No spells,Athletics|Acrobatics|Intimidation|Performance
533b3f1e,Barbarian 1,No spells,Athletics|Perception|Survival|Intimidation
e98003df,Sorcerer 1,Firebolt*0|Light*0|Mage Hand*0|Prestidigitation*0|Shield*1|Sleep*1,Arcana|Insight|Intimidation|Persuasion
3427f420,Monk 1,No spells,Acrobatics|Stealth|Religion|Insight|Medicine
64dd0e04,Fighter 1,No spells,Athletics|Insight|Perception|Survival|Intimidation
d523e2da,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception
65f11cf9,Barbarian 1,No spells,Athletics|Insight|Perception|Survival
d95effd2,Sorcerer 1,Fire Bolt*0|True Strike*0|Mind Sliver*0|Poison Spray*0|Alarm*1|Protection from Evil and Good*1|Chromatic Orb*1|Witch Bolt*1,Arcana|Religion|Medicine|Intimidation
69d0d7cb,Monk 1,No spells,Athletics|Religion|Insight|Medicine|Perception
7b892945,Wizard 1,Mage Hand*0|Chill Touch*0|Mind Sliver*0|Chromatic Orb*1|Cause Fear*1,Arcana|History|Insight|Medicine|Perception
cd6e220c,Cleric 1,Mending*0|Light*0|Toll the Dead*0|Word of Radiance*0|Animal Friendship*1|Speak with Animals*1|Shield of Faith*1|Cure Wounds*1|Detect Magic*1|Purify Food and Drink*1,Sleight of Hand|Nature|Religion|Insight|Medicine|Deception|Persuasion
f25e50bd,Bard 1,V. Mockery*0|Light*0|Dissonant Whispers*1|Sleep*1|Tashas Hideous Laughter*1|Healing Word*1,Insight|Perception|Survival|Deception|Intimidation|Performance|Persuasion
45734e6d,Druid 1,No spells,Nature|Medicine|Survival|Deception
cc44761c,Artificer 1,No spells,Sleight of Hand|Stealth|Arcana|Insight|Medicine|Perception
c1ca5e8b,Warlock 1,Mage Hand*0|Eldritch Blast*0|Charm Person*1|Wrathful Smite*1,Stealth|Arcana|Investigation|Survival|Deception|Persuasion
fc72e965,Monk 1,No spells,Acrobatics|Stealth|Arcana|History|Religion|Perception
f3af408e,Warlock 1,No spells,Stealth|History|Investigation|Survival|Deception|Persuasion
d1fc6f9c,Fighter 1,Booming Blade*0|Green-Flame Blade*0,Athletics|Acrobatics|Perception|Intimidation
84a06499,Druid 1,No spells,History|Nature|Animal Handling|Perception|Survival
8499377c,Barbarian 1,No spells,Athletics|Religion|Medicine|Perception|Survival
cc7358c1,Barbarian 1,No spells,Athletics|Acrobatics|Intimidation|Performance
3387d872,Artificer 1,Lightning Lure*0|Mending*0|Disguise Self*1|Absord Elements*1|Snare*1|Identify*1,Athletics|Arcana|History|Investigation|Intimidation
5cd51766,Paladin 1,No spells,Athletics|Religion|Medicine|Intimidation
db75b964,Barbarian 1,No spells,Athletics|Perception|Survival|Intimidation
90daa65f,Wizard 1,Druidcraft*0|Fire Bolt*0|Mage Hand*0|Mind Sliver*0|Chromatic Orb*1|Mage Armor*1|Shield*1|Magic Missile*1|Absorb Elements*1|False Life*1,Arcana|History|Investigation|Insight
0e5088ef,Cleric 1,Identify*1|Searing Smite*1,History|Religion|Insight|Persuasion
89fbdcd4,Paladin 1,No spells,Athletics|Insight|Medicine|Survival|Deception
7eca98c6,Druid 1,Druidcraft*0|Shillelagh*0|Goodberry*1|Speak With Animals*1|Longstrider*1|Detect Magic*1,Religion|Animal Handling|Insight|Medicine|Perception
4eb9789e,Rogue 1,No spells,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion
5d365305,Rogue 1,No spells,Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion
8e6e8a46,Wizard 1,No spells,Stealth|Insight|Medicine|Deception
848e4a12,Barbarian 1,No spells,Athletics|Perception|Survival|Intimidation
ca0c29d7,Druid 1,No spells,Nature|Medicine
31d6da2c,Barbarian 1,No spells,Athletics|Animal Handling|Survival|Intimidation
33260c41,Warlock 1,No spells,Arcana|History|Investigation|Religion|Medicine
7f97481d,Monk 1,No spells,Athletics|Acrobatics|Religion|Medicine|Perception
572224d3,Druid 1,No spells,Athletics|Nature|Animal Handling|Perception|Survival
acc74103,Ranger 1,No spells,Athletics|Stealth|Insight|Perception|Survival|Intimidation
410db0b0,Fighter 1,No spells,Athletics|Insight|Perception|Survival|Intimidation
e6d7dc91,Rogue 1,No spells,Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion
eac67c51,Ranger 1,No spells,Athletics|Stealth|Animal Handling|Perception|Survival
a64511d2,Rogue 1,No spells,Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion
c7499f02,Bard 1,No spells,Sleight of Hand|Stealth|Perception|Deception|Persuasion
cd47f214,Cleric 1,Spare The Dying*0|Sacred Flame*0|Light*0|Fog Cloud*1|Thunderwave*1|Sanctuary*1|Guiding Bolt*1|Detect Magic*1|Healing Word*1,History|Religion|Insight|Medicine
3b51cc1c,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion
74aa00be,Fighter 1,No spells,Athletics|Acrobatics|Perception|Survival|Intimidation
b8850d81,Rogue 1,No spells,Sleight of Hand|Arcana|Insight|Deception|Intimidation|Performance|Persuasion
faa28096,Rogue 1,No spells,Athletics|Acrobatics|Stealth|Survival|Deception|Persuasion
954cdbbf,Bard 1,Mage Hand *0|Vicious Mockery*0|Unearthly Chorus*1|Detect Magic(R)*1,Athletics|Acrobatics|Sleight of Hand|Perception|Deception|Performance
eefe5aff,Warlock 1,No spells,Insight|Perception
909db3ef,Fighter 1,No spells,Acrobatics|History|Insight|Perception
abeffb60,Warlock 1,Light*0|Sacred Flame*0,Arcana|History|Religion|Insight
580d14f8,Fighter 1,No spells,Athletics|Acrobatics|Perception|Survival|Intimidation
9715f50b,Fighter 1,No spells,Athletics|Perception|Survival|Intimidation
